"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x0e393f0a2189e854bca9a3cbb8ffa8c27a903d494c7d075cd094b03c89cf4751","83181706","1682182798","2023-04-22 16:59:58","0x7899c236822bd410659b7cdcc08df00bdbf6eefc","0xcc3ec627b55837a82239f7b3a4c15913fe29b66e","999,999","-"
"0x0e393f0a2189e854bca9a3cbb8ffa8c27a903d494c7d075cd094b03c89cf4751","83181706","1682182798","2023-04-22 16:59:58","0x7899c236822bd410659b7cdcc08df00bdbf6eefc","0xe81c4334989b735de91ce67247f8931a6023a8bb","100,000,000,000","-"
"0x0e393f0a2189e854bca9a3cbb8ffa8c27a903d494c7d075cd094b03c89cf4751","83181706","1682182798","2023-04-22 16:59:58","0x7899c236822bd410659b7cdcc08df00bdbf6eefc","0x5e0c8ac61a8f260942811974bb5635206e739c51","35,988,354,690.227724","-"
"0xdfca8bd527c4dfad7cb0e4e323166505b4d03f02e1edac72cb5b6c5d837d8da3","83181706","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x9e8aa54b86ad408db1b0e922097f4d836ac0bbcc","2,143,709,200,940.590405","Exact Input Single"
"0xe34a869fd150a9eac1f23aeecaef7b3eef24dc9cdeaac7765de1d12c6b161e39","83181706","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xce68ce02c223523c1a6e4301a3ae3c427328becc","4,713,880,833,398.629586","Swap"
"0xc86d5336e9b498112d982087dead83d5b5e405448fe138e39e5365fd55f1af2e","83181706","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xa82c35118d09fb70a03d14b5b730b5d3cffc561c","25.703533","Multicall"
"0x4763fb72beedc14872b1627b28a23030a62fbc7c396f9013a464d82ef51411be","83181707","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x33ba025b61f728d3117e9285a6a08cab9424b5c5","4,433,732,940,500.838244","0x00000000"
"0x112b8293848e5bc23bf9a7cbd35629342af96ee07d47208f403ec7145458cad7","83181707","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x015a4e2d64c886d155d31c336baf0e871caad345","1,788,978,434,375.294123","Exact Input Single"
"0x3eed102c8ae4323075752f6091c3fff7aa1a7382dd9229302316dbb0a04f9970","83181707","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xd6f51db2c013c780a626dbf0fc71591a33dcb0cb","2,700,266,730,349.37467","Exact Input Single"
"0x1514c1035c40bb698f5655e6c940951ee72454da7a1974820fdb3506f489ad3b","83181707","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xc0e111d04325ad815d7a8c37c49c4701ac71c851","26,858,007,919.296839","Multicall"
"0x4a6cafc31548973d97199de50576f92ed46f059cc2367ed83ab89877fb0f858b","83181708","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x932e6483d4845df1cfd16b7ff27249af8270319c","66,875,095,490.675033","Execute"
"0xdb2a6232de60981a08c690bbec1266c1de613662f9fac692814b6a4d574d95a3","83181708","1682182798","2023-04-22 16:59:58","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x1bc54a2f8b2097c931666790ea2491cb0d8da58a","393,321,995,483.826958","Exact Input Single"
"0x10ff2f6dcd3878b7ae06481f5076d26a0c9a4654b92d1f4b1efb2d32e3d08e44","83181709","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x5253b360adb57dd3fb9ebb1f9f734da9341e5e16","1,219,991,770,295.413847","Exact Input Single"
"0x7bd167191749e648a90fc6f0244cc343dde2237078357a4912cb32e129f87264","83181710","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x5c5c5a5dd1cf00db569ba117f0d85ebbe950e0af","1,106,367,301,496.72684","Swap"
"0x731a983bcceb57003a4c420fe0c3be6ebe12726de42cea7483e2d3824af86480","83181711","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x983cd18ed6d501e6e01285f2a06df0767fb7297f","20,770,468,876.956388","Multicall"
"0xd8206e11a164675110ebb1679462667d4c9937276097aa12f46903424b7a9678","83181712","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x7a72f5a32a651c8b4db53de59ebc289b70ec7ca3","103,224,287,832.827744","Execute"
"0x035dc22e8b75254a3f35f74673097caf1a5439c1fba20aa22ad2819851c154ea","83181712","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x5660ea95ba02bfb945082b934d54f9ca95ba04e1","102,189,074,418.49142","Execute"
"0x7c3e060c321a27b2414e4d791aa3d96aa9079e67099a3e697dd0ca23243b852a","83181712","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x05f53cf533e1339462491377af4f99975c97819d","101,169,356,192.737884","Execute"
"0x850aa8a60b7bd4266c539220e7d3c652015034fd5da9bbc2f272a0f584c0bb1b","83181712","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x656c29b4b656df676aac06164be932272bd4cce7","20,112,846,878.912781","Execute"
"0x11823e7ffab3c64c7cc36a64fb6783beb83522f0af40728332dd562f4970baea","83181712","1682182799","2023-04-22 16:59:59","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x2cacd3c90a8a8f9966cd58ff4f49f9a26bda5be9","50,107,115,137.689897","Execute"
"0x6b70fe14d2bb1f8038d3f5c770b47957df716337632a5a474cb2fa2f8462b1e2","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x774c51cce19c9660e6e34833c8e20d6583775ab7","29,944,863,429.319064","Execute"
"0xad75613f3bd141b1c26f8732b53248a97719e5af6fc988510a3296f36993f86c","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xb9aac060cde76da8c296247ce66552b78fad9ba9","26,874,214,409.922356","Execute"
"0x1d2ff461ad7e871c79cb6c17b4077e839d25b3082c44f92664688996523fe116","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x9365127914a66ee555d2f24fc44d62eb3a322f12","29,775,977,519.06336","Execute"
"0x01a1964856aa6347b3565ca0b20ad17e8c67bc1900a08fb73401c5deaa942cd4","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x920092b769c3c8ffbb5bc7af4e0e259a7a68fa5c","25,734,396,807.64978","Execute"
"0x145949787e04e7fdd3f8d32af04173bcbba47c104c224779969c261fda01ac3a","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xca7e07cf47112be19c4bf55dc195c9358f6fa90a","9,880,236,244.377511","Execute"
"0x2a9d0e63043584a34bd8cfdbc3011d8d66bf19984acc93814cd51a2102d2a436","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x41f28f2d89df46edc1e4561ea67a0c11e5e7a17d","2,962,166,942.113123","Execute"
"0x510a7f05b49c3a05d9d222414842c4650515f12491dca290426703d7e73c4d1f","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xb97b04629799af281f27d6f8a84f4bd7820309e0","98,238,858,666.789571","Execute"
"0x9608a523901e06ad8ec226b7263bde6bb4706c3998f8c0f90098f72b2b4930ec","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x6da272819f868cbbbb29554c1a6d587e8c7e5b3a","19,531,961,636.886452","Execute"
"0x905e42e9606de34c547d5f857c959c0580ba9f700405a419e754a4a463d8d570","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xd408e96dee2fc78d0aca4e29b808ccc7560d4471","66,122,573,983.589554","Execute"
"0xb92368fb8434ea1fe8f116eaeb0179a2ccecb28782d11217eef260af4eac0d4b","83181713","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x26587c712139c3f77a935a1b318ccded5da4b14a","12,590,985,064.300969","Execute"
"0x5d11416f9f1cb7bf2ecdb8a4b4ad5af1d0fba7f0b48216137899c79d20b902e8","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xde5b9b7ac65b13ace05226c4f4c8307c101994ad","9,674,479,834.04203","Execute"
"0x287a5541c51de0fd4772a0a676b2b946be5b746e871e27a31e2643415d4f57c3","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xdd2c05fd54aa740b2e4d50a0e0dc3c83a214d3db","27,038,275,723.511818","Execute"
"0xaf9992d65782dbeadb55caa2bac0714b6022cdd729cf9dfc93889e3eb2f53870","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xa1ef1de5ca15f5cc1ff09fd6a29ca5f48d67fb78","95,964,600,367.506386","Execute"
"0xb9192ff76504c211981d25fd754913a6ac7d8f5a6535936fd8b5ab725a97f335","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x0971ee8b7957bdda4ca15b18bb4c667cc3eea6ba","23,845,591,168.201377","Execute"
"0xf651f6a6e84c021246dbaaaee07d4206cfa90797354d2276d2b88e1425c3f50c","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x50b2e64500bacd3d54a17ba65de9c0ba4a83046b","94,806,456,829.04814","Execute"
"0xe7ffcbe9e7880e755fea576a6fb27e27516c1f2d3c7efada11385115834be693","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x150de972bd7c9a630c4b3ca668167f2f1b0f7a51","93,894,970,664.121778","-"
"0x3944ed41f3dd0aced0c14fc98a6dda4e00531470b11cfe1f978ddef722b03f3a","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xe134acbe54c6d0f663f9c7f371e9cd1ad7464a71","46,609,775,916.220692","Execute"
"0xfee574e054e3cedeaa969b4a69460bd67e403dfa4f2237a0efe1bd9cf3439205","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x08904c3ba8e6d0405899f2bd32c29cd0b73d71dc","23,221,168,289.887387","Execute"
"0x1f6e3d999a5fd439017301bb23d407bea9291a909d4dbf56f517cd8f388ea7bc","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x767e8e37521c5e3228a4ac1bb03e7ed1361b1cec","46,275,897,353.560464","Execute"
"0x3bba2fbfb4363ac6765ad7fd8a3b788db53069ff940038f136f6f9d3e967b86a","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x0bf13b1ffa1e305bfd6ae87084332611687e6297","9,228,657,304.920946","Execute"
"0x6d160beb2f2033b29d9f274a9c533f2a0165b44e2f291422746cd92ef6d682ec","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xbb62f0ae56e2db35948e70379e57c2ba9e4df1ef","9,219,846,125.765614","Execute"
"0xd0c6f90aef427436812ac030b7688f071d615d5f2d05d5b3204593899f7550fc","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x2b1cfa9e1e9d3dd58594d60410fd32cf8e2fdf51","91,716,609,367.791432","Execute"
"0x59a4719e9c00c09bb9552d744f1db1c3de33d775b162d731a37e0d14972b21c3","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xdea56ad8c45e761091171886d2ab9d16f29f1e00","18,238,839,276.48661","Execute"
"0x43a1e6b05882422a35c144bafcefed1eb0ec69dfac8746c7c81b9a7bb6390656","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xcf011799e4895f3790090cce924c7181d3e43788","90,677,212,959.308993","Execute"
"0x503772794ea2f0c2913fcfb8560400dce419d6de4ca6610fc219ba2727ee20c0","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x8a142a9e7dca98a30aeff12107f77d9e81c5de18","89,824,487,032.63003","Execute"
"0xd2daaf010eee7dd4622cd63e9924379015066402513182899351e90bf608c0de","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x9323d49813cb7861546da44c3fbd8a9d83bc43db","194,670,945,833.902796","Execute"
"0x1326770813442f0404d21ce48c72634b5531e53c27ff83a058604719d12ba5f8","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x669f488b27fd3c9f5e5b1480ecf0d4a6eca46266","427,946,151,514.497152","Execute"
"0x1e7aec93247dbea51c97b5b7bf4536149aeb8a90d627e027f832f487af31c200","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x41a6cd4df8bd4ace652fb34c6e70376481098cde","8,360,490,077.283316","Execute"
"0xb53fc242434c3e07555dd70dd9d53158da07cd26ff738191137f4451c19d26f5","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xd48d15b79a89068b50f7cc7cbe91275ef979ef68","12,526,492,444.317497","Execute"
"0x203ccdd970c972002e6b3e2bc0c5afca382745640ec42d61dd49a8eeb5765f19","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x0a623b16be39b978cd16438cdaed387b251e7d28","83,075,643,405.648001","Execute"
"0xae1e531ee9b26c9c5e36cc46f8815daf6a6590687cd3b6db0add6bb0d20d38b2","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xd2c7d780d94282416e68ac300faa62202d60ec2e","41,256,687,251.278418","Execute"
"0x6e7d851dbaaef0ee609f0e3d9f39165d502fa59677908912d9591e9f34b5dfde","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x39e56803a2172caa7298ddf37382bff4dc418f9d","65,624,890,972.48067","Execute"
"0xe0613c4b7bd82f09482dfeec8aa4099935817dcb4899a1f1fda9ae693f68d775","83181714","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x1e6a88eb72c7fe401e4e7cef70f686e3aee3d39e","81,370,241,939.41293","Execute"
"0x8746f9b7841b6fb8d99f4f50ab5058d3b22541bdcfb554f192c7d4e186bc358b","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x517af9265db01fb066a97bb6096d41e803ce9db7","28,307,772,590.633781","Execute"
"0x347952c1d5d502f259d080c361d903fd3657092f64143cf579b1d2042ec04a64","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xba740e5ca363e87cd7693a95b59a4ad7af6b38bf","160,075,028,316.433526","Execute"
"0x4f7075806dbacfcadfe94abaedb1d8baa1510e7e63f91e8e8d1fb0aca15bbbd3","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xe8c49a1e83e1e51d29c127e7781b88028ccd408a","15,851,661,103.415797","Execute"
"0xf53e881460e4d013576782542a799c89ec65802d78dc48933fd9b3603b303213","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x8c5fb2061e2d004c8a637c1f99072b740346e0c4","3,958,532,026.258261","Execute"
"0xe6e2d9f9a08aa058332ec2c34d0faf3fe9b7c82b3879febcb43c9e170533c15e","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x1ba9d27520fe2636af7e0ea575a151bab60b77c5","39,489,208,044.257882","Execute"
"0xa634aa355455ffce86f24bbc6d18f90e91f56dab64f07499398ae3cdfb9cee2b","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x0e00eedef6f01c1a7888eb4403f6c7ba32812d97","23,609,959,400.363435","Execute"
"0xcf1fc11c30e8c8ce238b55fb2499b7770a11257ac85196e1713f0a0adbb94c3a","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x2e506d8bae4bff3a8aa868ab80e6fe7e17f400db","3,928,922,749.895343","Execute"
"0x6150379653f03f2743722ad9d70f691739a5af14f130d423a244e54431d04b6a","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xad1acaf55ed24fafa9e5585675705d0f0e53bbc8","7,852,652,544.162075","Execute"
"0x54dc63fd42ee5f2e7eac1cc4ca36b8923b0ce99cd62a1ffeae55082cf725648d","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x6aa8b36ab9831054ea92746c46c5ec13daf67127","155,612,676,082.62915","Execute"
"0x9be7c1661b264432b58d1aa087b56918b75112a3e3b6e1e154d81dfa8a4f65e4","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xce6be987e4981d9f4bce012acefbf7792f4f53aa","76,791,367,301.390684","Execute"
"0x2c047d39c21506acb619ffbc1261b7b54d15e09d9483a2fc5fad6d26e6495b48","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xa1bef25a51ce02f45b2671da1ef0f1b0b0c8c670","15,278,204,643.337973","Execute"
"0x5defa3bf9fa11ba150622f5b4849de1dba5253578b1db35998b34f07cde3c32f","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x0294a4fd264bd9c6c626a6a861e40a80a5f3f85d","136,318,341,725.400417","Execute"
"0x1c7706a486e5c4914595740c25be97980fa1fcf0a4d69b36c2b1b23e8a1de24f","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x5c3d3ff6505915a1b36d6a53c98c765e5c36445b","74,822,229,642.229935","Execute"
"0x997fbaa8639fced462ce495cfdd2620a83809be008033eb2f055306f19063b11","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x8b66dbf443f215016da57d75ff7da1824d5a6827","74,182,658,086.901524","Execute"
"0x4a9d2a0b89f115a959f739311b3453b97fd18f025aa706ed0e15d6627e14f6cc","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xb6d78f9748c4ea383bf5760a2d4f2652613823a3","146,479,125,388.872364","Execute"
"0xb0a8390b1d4e3323af7902cbcf103d43a40fe2ec59858e9f3ca442ee14add6a9","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x8c700e844047c81897897a26b7a8ab67f41b38c5","36,232,640,944.008028","Execute"
"0x4a25e3358f0369d1d48e729496bf92f51c6b31ef12a33c01662dcb913126bc43","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x8a6961d8c14900fb56008fabb1f68436e9a936ba","28,875,981,335.064617","Execute"
"0x30a180d916de97f583a3d3e5c9ee8a7371c23f1392b30e63b3f4321fd2a7d22e","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x019ea116ec4ec60f4f577e03326b9f102616b8c7","35,958,124,311.8873","Execute"
"0xf1bd327447e52e678e5180e7ec5055bc684c68c5f1f71ecabc7037e21c2e55ea","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x281f09b55400aceca15bcb8fbdc1c56d1cfd6a92","64,344,331,853.760541","Execute"
"0xc260d2397ffe80d6a4a194465802fa9b2cbc62edee1c92ee1839cfd31626b3c1","83181715","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xca33f5808878c2ad2ba20fbde8b41633f839f6e9","70,925,997,918.20427","Execute"
"0xe5161f880c1fcc6458bf0b6bf0181ee4e8c6070f80e55be699bff3f60557d15b","83181716","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x47311301ee2910aaf814bcbfa0029f63064c6e76","3,530,741,146.304549","Execute"
"0x0462296b32e170da093b7b67a0e3d9d6e915dea997bfa11a8dbd855c39d62b5a","83181716","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0x05e21104c683912223b1c4347ffb2b32b9728f61","35,226,439,975.0978","Execute"
"0xc3904bae6094ed98d85032cae75a6d58a180b349c3f349866a1c3518a23fee09","83181716","1682182800","2023-04-22 17:00:00","0xaf1f6c3485ad1f1640267c402d3f2bf54c0b8dd0","0xec25f99851efae7fb3d5222ea0c42be1c18b6081","14,049,482,945.897279","Execute"
